id,latitude,longitude,cp,pop,adresse,ville,services,prix,rupture,horaires,gazole_maj,gazole_prix,sp95_maj,sp95_prix,e85_maj,e85_prix,gplc_maj,gplc_prix,e10_maj,e10_prix,sp98_maj,sp98_prix,e10_rupture_debut,e10_rupture_type,sp98_rupture_debut,sp98_rupture_type,sp95_rupture_debut,sp95_rupture_type,e85_rupture_debut,e85_rupture_type,gplc_rupture_debut,gplc_rupture_type,gazole_rupture_debut,gazole_rupture_type,carburants_disponibles,carburants_indisponibles,carburants_rupture_temporaire,carburants_rupture_definitive,horaires_automate_24_24,services_service,departement,code_departement,region,code_region,horaires_jour,geom.lon,geom.lat
25300009,4689300,636500,25300,R,18 Avenue de l'Armée de l'Est,Pontarlier,"{""service"": [""Boutique alimentaire"", ""Boutique non alimentaire"", ""Station de gonflage"", ""Carburant additivé"", ""Piste poids lourds"", ""Services réparation / entretien"", ""Vente de gaz domestique (Butane, Propane)"", ""Automate CB 24/24"", ""DAB (Distributeur automatique de billets)""]}","[{""@nom"": ""Gazole"", ""@id"": ""1"", ""@maj"": ""2024-11-19 08:44:54"", ""@valeur"": ""1.699""}, {""@nom"": ""E85"", ""@id"": ""3"", ""@maj"": ""2024-11-19 08:44:54"", ""@valeur"": ""0.799""}, {""@nom"": ""E10"", ""@id"": ""5"", ""@maj"": ""2024-11-19 08:44:54"", ""@valeur"": ""1.799""}, {""@nom"": ""SP98"", ""@id"": ""6"", ""@maj"": ""2024-11-19 08:44:54"", ""@valeur"": ""1.859""}]","[{""@nom"": ""GPLc"", ""@id"": ""4"", ""@debut"": ""2018-02-13 07:59:01"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""SP95"", ""@id"": ""2"", ""@debut"": ""2018-08-19 08:38:22"", ""@fin"": """", ""@type"": ""definitive""}]","{""@automate-24-24"": ""1"", ""jour"": [{""@id"": ""1"", ""@nom"": ""Lundi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""05.30"", ""@fermeture"": ""19.00""}}, {""@id"": ""2"", ""@nom"": ""Mardi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""05.30"", ""@fermeture"": ""19.00""}}, {""@id"": ""3"", ""@nom"": ""Mercredi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""05.30"", ""@fermeture"": ""19.00""}}, {""@id"": ""4"", ""@nom"": ""Jeudi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""05.30"", ""@fermeture"": ""19.00""}}, {""@id"": ""5"", ""@nom"": ""Vendredi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""05.30"", ""@fermeture"": ""19.00""}}, {""@id"": ""6"", ""@nom"": ""Samedi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""08.00"", ""@fermeture"": ""13.00""}}, {""@id"": ""7"", ""@nom"": ""Dimanche"", ""@ferme"": ""1""}]}",2024-11-19T08:44:54+00:00,1.699,,,2024-11-19T08:44:54+00:00,0.799,,,2024-11-19T08:44:54+00:00,1.799,2024-11-19T08:44:54+00:00,1.859,,,,,2018-08-19T08:38:22+00:00,definitive,,,2018-02-13T07:59:01+00:00,definitive,,,"['Gazole', 'E85', 'E10', 'SP98']","['SP95', 'GPLc']",,SP95;GPLc,Oui,"['Boutique alimentaire', 'Boutique non alimentaire', 'Station de gonflage', 'Carburant additivé', 'Piste poids lourds', 'Services réparation / entretien', 'Vente de gaz domestique (Butane, Propane)', 'Automate CB 24/24', 'DAB (Distributeur automatique de billets)']",Doubs,25,Bourgogne-Franche-Comté,27,"Automate-24-24, Lundi05.30-19.00, Mardi05.30-19.00, Mercredi05.30-19.00, Jeudi05.30-19.00, Vendredi05.30-19.00, Samedi08.00-13.00, Dimanche",6.365,46.893
14330001,4924800,-87800,14330,R,rue de la gare,Le Molay-Littry,"{""service"": [""Toilettes publiques"", ""Laverie"", ""Relais colis"", ""Station de gonflage"", ""Location de véhicule"", ""Piste poids lourds"", ""Lavage automatique"", ""Lavage manuel"", ""Vente de gaz domestique (Butane, Propane)"", ""Bornes électriques"", ""Automate CB 24/24"", ""DAB (Distributeur automatique de billets)""]}","[{""@nom"": ""Gazole"", ""@id"": ""1"", ""@maj"": ""2024-12-06 08:53:23"", ""@valeur"": ""1.599""}, {""@nom"": ""E85"", ""@id"": ""3"", ""@maj"": ""2024-10-21 08:54:02"", ""@valeur"": ""0.759""}, {""@nom"": ""E10"", ""@id"": ""5"", ""@maj"": ""2024-12-06 08:53:23"", ""@valeur"": ""1.649""}, {""@nom"": ""SP98"", ""@id"": ""6"", ""@maj"": ""2024-10-28 08:38:31"", ""@valeur"": ""1.759""}]","[{""@nom"": ""GPLc"", ""@id"": ""4"", ""@debut"": ""2017-09-01 08:51:18"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""SP95"", ""@id"": ""2"", ""@debut"": ""2022-05-19 16:09:22"", ""@fin"": """", ""@type"": ""definitive""}]","{""@automate-24-24"": ""1"", ""jour"": [{""@id"": ""1"", ""@nom"": ""Lundi"", ""@ferme"": """", ""horaire"": [{""@ouverture"": ""09.00"", ""@fermeture"": ""12.30""}, {""@ouverture"": ""14.30"", ""@fermeture"": ""19.30""}]}, {""@id"": ""2"", ""@nom"": ""Mardi"", ""@ferme"": """", ""horaire"": [{""@ouverture"": ""09.00"", ""@fermeture"": ""12.30""}, {""@ouverture"": ""14.30"", ""@fermeture"": ""19.30""}]}, {""@id"": ""3"", ""@nom"": ""Mercredi"", ""@ferme"": """", ""horaire"": [{""@ouverture"": ""09.00"", ""@fermeture"": ""12.30""}, {""@ouverture"": ""14.30"", ""@fermeture"": ""19.30""}]}, {""@id"": ""4"", ""@nom"": ""Jeudi"", ""@ferme"": """", ""horaire"": [{""@ouverture"": ""09.00"", ""@fermeture"": ""12.30""}, {""@ouverture"": ""14.30"", ""@fermeture"": ""19.30""}]}, {""@id"": ""5"", ""@nom"": ""Vendredi"", ""@ferme"": """", ""horaire"": [{""@ouverture"": ""09.00"", ""@fermeture"": ""12.30""}, {""@ouverture"": ""14.30"", ""@fermeture"": ""19.30""}]}, {""@id"": ""6"", ""@nom"": ""Samedi"", ""@ferme"": """", ""horaire"": [{""@ouverture"": ""09.00"", ""@fermeture"": ""12.30""}, {""@ouverture"": ""14.30"", ""@fermeture"": ""19.30""}]}, {""@id"": ""7"", ""@nom"": ""Dimanche"", ""@ferme"": """"}]}",2024-12-06T08:53:23+00:00,1.599,,,2024-10-21T08:54:02+00:00,0.759,,,2024-12-06T08:53:23+00:00,1.649,2024-10-28T08:38:31+00:00,1.759,,,,,2022-05-19T16:09:22+00:00,definitive,,,2017-09-01T08:51:18+00:00,definitive,,,"['Gazole', 'E85', 'E10', 'SP98']","['SP95', 'GPLc']",,SP95;GPLc,Oui,"['Toilettes publiques', 'Laverie', 'Relais colis', 'Station de gonflage', 'Location de véhicule', 'Piste poids lourds', 'Lavage automatique', 'Lavage manuel', 'Vente de gaz domestique (Butane, Propane)', 'Bornes électriques', 'Automate CB 24/24', 'DAB (Distributeur automatique de billets)']",Calvados,14,Normandie,28,"Automate-24-24, Lundi 09.00-12.30 et 14.30-19.30, Mardi 09.00-12.30 et 14.30-19.30, Mercredi 09.00-12.30 et 14.30-19.30, Jeudi 09.00-12.30 et 14.30-19.30, Vendredi 09.00-12.30 et 14.30-19.30, Samedi 09.00-12.30 et 14.30-19.30, Dimanche",-0.878,49.248
59136001,5058000,293300,59136,R,30 Rue de Lille,Wavrin,"{""service"": [""Toilettes publiques"", ""Relais colis"", ""Boutique alimentaire"", ""Station de gonflage"", ""Carburant additivé"", ""Services réparation / entretien"", ""Vente de gaz domestique (Butane, Propane)"", ""Automate CB 24/24"", ""DAB (Distributeur automatique de billets)""]}","[{""@nom"": ""Gazole"", ""@id"": ""1"", ""@maj"": ""2024-12-06 18:34:54"", ""@valeur"": ""1.715""}, {""@nom"": ""E85"", ""@id"": ""3"", ""@maj"": ""2024-11-26 07:03:59"", ""@valeur"": ""0.789""}, {""@nom"": ""E10"", ""@id"": ""5"", ""@maj"": ""2024-12-06 18:34:55"", ""@valeur"": ""1.761""}, {""@nom"": ""SP98"", ""@id"": ""6"", ""@maj"": ""2024-12-06 18:34:55"", ""@valeur"": ""1.871""}]","[{""@nom"": ""GPLc"", ""@id"": ""4"", ""@debut"": ""2017-09-21 07:16:23"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""SP95"", ""@id"": ""2"", ""@debut"": ""2022-10-25 07:17:52"", ""@fin"": """", ""@type"": ""definitive""}]","{""@automate-24-24"": ""1"", ""jour"": [{""@id"": ""1"", ""@nom"": ""Lundi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""07.00"", ""@fermeture"": ""19.00""}}, {""@id"": ""2"", ""@nom"": ""Mardi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""07.00"", ""@fermeture"": ""19.00""}}, {""@id"": ""3"", ""@nom"": ""Mercredi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""07.00"", ""@fermeture"": ""19.00""}}, {""@id"": ""4"", ""@nom"": ""Jeudi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""07.00"", ""@fermeture"": ""19.00""}}, {""@id"": ""5"", ""@nom"": ""Vendredi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""07.00"", ""@fermeture"": ""19.00""}}, {""@id"": ""6"", ""@nom"": ""Samedi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""08.00"", ""@fermeture"": ""14.00""}}, {""@id"": ""7"", ""@nom"": ""Dimanche"", ""@ferme"": ""1""}]}",2024-12-06T18:34:54+00:00,1.715,,,2024-11-26T07:03:59+00:00,0.789,,,2024-12-06T18:34:55+00:00,1.761,2024-12-06T18:34:55+00:00,1.871,,,,,2022-10-25T07:17:52+00:00,definitive,,,2017-09-21T07:16:23+00:00,definitive,,,"['Gazole', 'E85', 'E10', 'SP98']","['SP95', 'GPLc']",,SP95;GPLc,Oui,"['Toilettes publiques', 'Relais colis', 'Boutique alimentaire', 'Station de gonflage', 'Carburant additivé', 'Services réparation / entretien', 'Vente de gaz domestique (Butane, Propane)', 'Automate CB 24/24', 'DAB (Distributeur automatique de billets)']",Nord,59,Hauts-de-France,32,"Automate-24-24, Lundi07.00-19.00, Mardi07.00-19.00, Mercredi07.00-19.00, Jeudi07.00-19.00, Vendredi07.00-19.00, Samedi08.00-14.00, Dimanche",2.933,50.58
36200002,4657643,151152,36200,R,Route de Limoges,Argenton-sur-Creuse,"{""service"": [""Boutique alimentaire"", ""Boutique non alimentaire"", ""Vente de fioul domestique"", ""Station de gonflage"", ""Carburant additivé"", ""Piste poids lourds"", ""Lavage automatique"", ""Lavage manuel"", ""Services réparation / entretien"", ""DAB (Distributeur automatique de billets)""]}","[{""@nom"": ""Gazole"", ""@id"": ""1"", ""@maj"": ""2024-12-06 00:00:00"", ""@valeur"": ""1.639""}, {""@nom"": ""E85"", ""@id"": ""3"", ""@maj"": ""2024-12-07 00:01:00"", ""@valeur"": ""0.776""}, {""@nom"": ""E10"", ""@id"": ""5"", ""@maj"": ""2024-12-07 00:01:00"", ""@valeur"": ""1.702""}, {""@nom"": ""SP98"", ""@id"": ""6"", ""@maj"": ""2024-12-07 00:01:00"", ""@valeur"": ""1.820""}]","[{""@nom"": ""SP95"", ""@id"": ""2"", ""@debut"": ""2017-11-06 08:14:46"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""GPLc"", ""@id"": ""4"", ""@debut"": ""2017-11-06 08:14:47"", ""@fin"": """", ""@type"": ""definitive""}]",,2024-12-06T00:00:00+00:00,1.639,,,2024-12-07T00:01:00+00:00,0.776,,,2024-12-07T00:01:00+00:00,1.702,2024-12-07T00:01:00+00:00,1.82,,,,,2017-11-06T08:14:46+00:00,definitive,,,2017-11-06T08:14:47+00:00,definitive,,,"['Gazole', 'E85', 'E10', 'SP98']","['SP95', 'GPLc']",,SP95;GPLc,Non,"['Boutique alimentaire', 'Boutique non alimentaire', 'Vente de fioul domestique', 'Station de gonflage', 'Carburant additivé', 'Piste poids lourds', 'Lavage automatique', 'Lavage manuel', 'Services réparation / entretien', 'DAB (Distributeur automatique de billets)']",Indre,36,Centre-Val de Loire,24,,1.51152,46.57643
31270005,4354600,135300,31270,R,Rue Henry Gladi,Cugnaux,"{""service"": [""Vente de pétrole lampant"", ""Station de gonflage"", ""Location de véhicule"", ""Piste poids lourds"", ""Lavage automatique"", ""Lavage manuel"", ""Vente de gaz domestique (Butane, Propane)"", ""Automate CB 24/24"", ""DAB (Distributeur automatique de billets)""]}","[{""@nom"": ""Gazole"", ""@id"": ""1"", ""@maj"": ""2024-12-07 08:41:54"", ""@valeur"": ""1.628""}, {""@nom"": ""E85"", ""@id"": ""3"", ""@maj"": ""2024-10-25 09:37:21"", ""@valeur"": ""0.758""}, {""@nom"": ""E10"", ""@id"": ""5"", ""@maj"": ""2024-12-07 08:41:54"", ""@valeur"": ""1.714""}, {""@nom"": ""SP98"", ""@id"": ""6"", ""@maj"": ""2024-12-04 08:35:18"", ""@valeur"": ""1.784""}]","[{""@nom"": ""SP95"", ""@id"": ""2"", ""@debut"": ""2017-08-30 17:07:50"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""GPLc"", ""@id"": ""4"", ""@debut"": ""2017-08-30 17:07:51"", ""@fin"": """", ""@type"": ""definitive""}]","{""@automate-24-24"": ""1"", ""jour"": [{""@id"": ""1"", ""@nom"": ""Lundi"", ""@ferme"": """"}, {""@id"": ""2"", ""@nom"": ""Mardi"", ""@ferme"": """"}, {""@id"": ""3"", ""@nom"": ""Mercredi"", ""@ferme"": """"}, {""@id"": ""4"", ""@nom"": ""Jeudi"", ""@ferme"": """"}, {""@id"": ""5"", ""@nom"": ""Vendredi"", ""@ferme"": """"}, {""@id"": ""6"", ""@nom"": ""Samedi"", ""@ferme"": """"}, {""@id"": ""7"", ""@nom"": ""Dimanche"", ""@ferme"": """"}]}",2024-12-07T08:41:54+00:00,1.628,,,2024-10-25T09:37:21+00:00,0.758,,,2024-12-07T08:41:54+00:00,1.714,2024-12-04T08:35:18+00:00,1.784,,,,,2017-08-30T17:07:50+00:00,definitive,,,2017-08-30T17:07:51+00:00,definitive,,,"['Gazole', 'E85', 'E10', 'SP98']","['SP95', 'GPLc']",,SP95;GPLc,Oui,"['Vente de pétrole lampant', 'Station de gonflage', 'Location de véhicule', 'Piste poids lourds', 'Lavage automatique', 'Lavage manuel', 'Vente de gaz domestique (Butane, Propane)', 'Automate CB 24/24', 'DAB (Distributeur automatique de billets)']",Haute-Garonne,31,Occitanie,76,Automate-24-24,1.353,43.546
76370001,4992600,111500,76370,R,52 Avenue de la Libération,Dieppe,"{""service"": [""Laverie"", ""Station de gonflage"", ""Vente de gaz domestique (Butane, Propane)"", ""Automate CB 24/24"", ""DAB (Distributeur automatique de billets)""]}","[{""@nom"": ""Gazole"", ""@id"": ""1"", ""@maj"": ""2024-12-07 08:39:13"", ""@valeur"": ""1.655""}, {""@nom"": ""SP95"", ""@id"": ""2"", ""@maj"": ""2024-12-07 08:39:13"", ""@valeur"": ""1.754""}, {""@nom"": ""SP98"", ""@id"": ""6"", ""@maj"": ""2024-12-07 08:39:13"", ""@valeur"": ""1.786""}]","[{""@nom"": ""E85"", ""@id"": ""3"", ""@debut"": ""2017-08-30 11:40:59"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""GPLc"", ""@id"": ""4"", ""@debut"": ""2017-08-30 11:41:00"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""E10"", ""@id"": ""5"", ""@debut"": ""2017-08-30 11:41:00"", ""@fin"": """", ""@type"": ""definitive""}]","{""@automate-24-24"": ""1"", ""jour"": [{""@id"": ""1"", ""@nom"": ""Lundi"", ""@ferme"": ""1"", ""horaire"": {""@ouverture"": ""01.00"", ""@fermeture"": ""01.00""}}, {""@id"": ""2"", ""@nom"": ""Mardi"", ""@ferme"": ""1"", ""horaire"": {""@ouverture"": ""01.00"", ""@fermeture"": ""01.00""}}, {""@id"": ""3"", ""@nom"": ""Mercredi"", ""@ferme"": ""1"", ""horaire"": {""@ouverture"": ""01.00"", ""@fermeture"": ""01.00""}}, {""@id"": ""4"", ""@nom"": ""Jeudi"", ""@ferme"": ""1"", ""horaire"": {""@ouverture"": ""01.00"", ""@fermeture"": ""01.00""}}, {""@id"": ""5"", ""@nom"": ""Vendredi"", ""@ferme"": ""1"", ""horaire"": {""@ouverture"": ""01.00"", ""@fermeture"": ""01.00""}}, {""@id"": ""6"", ""@nom"": ""Samedi"", ""@ferme"": ""1"", ""horaire"": {""@ouverture"": ""01.00"", ""@fermeture"": ""01.00""}}, {""@id"": ""7"", ""@nom"": ""Dimanche"", ""@ferme"": ""1"", ""horaire"": {""@ouverture"": ""01.00"", ""@fermeture"": ""01.00""}}]}",2024-12-07T08:39:13+00:00,1.655,2024-12-07T08:39:13+00:00,1.754,,,,,,,2024-12-07T08:39:13+00:00,1.786,2017-08-30T11:41:00+00:00,definitive,,,,,2017-08-30T11:40:59+00:00,definitive,2017-08-30T11:41:00+00:00,definitive,,,"['Gazole', 'SP95', 'SP98']","['E85', 'GPLc', 'E10']",,E85;GPLc;E10,Oui,"['Laverie', 'Station de gonflage', 'Vente de gaz domestique (Butane, Propane)', 'Automate CB 24/24', 'DAB (Distributeur automatique de billets)']",Seine-Maritime,76,Normandie,28,"Automate-24-24, Lundi01.00-01.00, Mardi01.00-01.00, Mercredi01.00-01.00, Jeudi01.00-01.00, Vendredi01.00-01.00, Samedi01.00-01.00, Dimanche01.00-01.00",1.115,49.926
66250002,4277400,301400,66250,R,Route du Barcarès,Saint-Laurent-de-la-Salanque,"{""service"": [""Toilettes publiques"", ""Laverie"", ""Boutique alimentaire"", ""Restauration à emporter"", ""Station de gonflage"", ""Location de véhicule"", ""Piste poids lourds"", ""Lavage automatique"", ""Lavage manuel"", ""Vente de gaz domestique (Butane, Propane)"", ""Automate CB 24/24"", ""DAB (Distributeur automatique de billets)""]}","[{""@nom"": ""Gazole"", ""@id"": ""1"", ""@maj"": ""2024-12-02 08:41:19"", ""@valeur"": ""1.609""}, {""@nom"": ""E85"", ""@id"": ""3"", ""@maj"": ""2024-09-27 16:03:36"", ""@valeur"": ""0.758""}, {""@nom"": ""E10"", ""@id"": ""5"", ""@maj"": ""2024-12-02 08:41:19"", ""@valeur"": ""1.699""}]","[{""@nom"": ""GPLc"", ""@id"": ""4"", ""@debut"": ""2018-06-01 17:23:42"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""SP98"", ""@id"": ""6"", ""@debut"": ""2018-06-01 17:23:43"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""SP95"", ""@id"": ""2"", ""@debut"": ""2022-12-02 12:08:48"", ""@fin"": """", ""@type"": ""definitive""}]","{""@automate-24-24"": ""1"", ""jour"": [{""@id"": ""1"", ""@nom"": ""Lundi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""00.00"", ""@fermeture"": ""23.59""}}, {""@id"": ""2"", ""@nom"": ""Mardi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""00.00"", ""@fermeture"": ""23.59""}}, {""@id"": ""3"", ""@nom"": ""Mercredi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""00.00"", ""@fermeture"": ""23.59""}}, {""@id"": ""4"", ""@nom"": ""Jeudi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""00.00"", ""@fermeture"": ""23.59""}}, {""@id"": ""5"", ""@nom"": ""Vendredi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""00.00"", ""@fermeture"": ""23.59""}}, {""@id"": ""6"", ""@nom"": ""Samedi"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""00.00"", ""@fermeture"": ""23.59""}}, {""@id"": ""7"", ""@nom"": ""Dimanche"", ""@ferme"": """", ""horaire"": {""@ouverture"": ""00.00"", ""@fermeture"": ""23.59""}}]}",2024-12-02T08:41:19+00:00,1.609,,,2024-09-27T16:03:36+00:00,0.758,,,2024-12-02T08:41:19+00:00,1.699,,,,,2018-06-01T17:23:43+00:00,definitive,2022-12-02T12:08:48+00:00,definitive,,,2018-06-01T17:23:42+00:00,definitive,,,"['Gazole', 'E85', 'E10']","['SP95', 'GPLc', 'SP98']",,SP95;GPLc;SP98,Oui,"['Toilettes publiques', 'Laverie', 'Boutique alimentaire', 'Restauration à emporter', 'Station de gonflage', 'Location de véhicule', 'Piste poids lourds', 'Lavage automatique', 'Lavage manuel', 'Vente de gaz domestique (Butane, Propane)', 'Automate CB 24/24', 'DAB (Distributeur automatique de billets)']",Pyrénées-Orientales,66,Occitanie,76,"Automate-24-24, Lundi00.00-23.59, Mardi00.00-23.59, Mercredi00.00-23.59, Jeudi00.00-23.59, Vendredi00.00-23.59, Samedi00.00-23.59, Dimanche00.00-23.59",3.014,42.774
93230005,4888400,243000,93230,R,22 AVENUE LENINE,Romainville,"{""service"": [""Boutique alimentaire"", ""Boutique non alimentaire"", ""Station de gonflage"", ""Lavage automatique""]}","[{""@nom"": ""Gazole"", ""@id"": ""1"", ""@maj"": ""2024-12-07 00:01:00"", ""@valeur"": ""1.789""}, {""@nom"": ""E10"", ""@id"": ""5"", ""@maj"": ""2024-12-07 00:01:00"", ""@valeur"": ""1.819""}]","[{""@nom"": ""E85"", ""@id"": ""3"", ""@debut"": ""2021-12-15 15:40:06"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""GPLc"", ""@id"": ""4"", ""@debut"": ""2021-12-15 15:40:06"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""SP98"", ""@id"": ""6"", ""@debut"": ""2024-12-02 11:00:58"", ""@fin"": """", ""@type"": ""temporaire""}, {""@nom"": ""SP95"", ""@id"": ""2"", ""@debut"": ""2021-12-22 17:14:11"", ""@fin"": """", ""@type"": ""definitive""}]","{""@automate-24-24"": """", ""jour"": [{""@id"": ""1"", ""@nom"": ""Lundi"", ""@ferme"": """"}, {""@id"": ""2"", ""@nom"": ""Mardi"", ""@ferme"": """"}, {""@id"": ""3"", ""@nom"": ""Mercredi"", ""@ferme"": """"}, {""@id"": ""4"", ""@nom"": ""Jeudi"", ""@ferme"": """"}, {""@id"": ""5"", ""@nom"": ""Vendredi"", ""@ferme"": """"}, {""@id"": ""6"", ""@nom"": ""Samedi"", ""@ferme"": """"}, {""@id"": ""7"", ""@nom"": ""Dimanche"", ""@ferme"": """"}]}",2024-12-07T00:01:00+00:00,1.789,,,,,,,2024-12-07T00:01:00+00:00,1.819,,,,,2024-12-02T11:00:58+00:00,temporaire,2021-12-22T17:14:11+00:00,definitive,2021-12-15T15:40:06+00:00,definitive,2021-12-15T15:40:06+00:00,definitive,,,"['Gazole', 'E10']","['SP95', 'E85', 'GPLc', 'SP98']",SP98,SP95;E85;GPLc,Non,"['Boutique alimentaire', 'Boutique non alimentaire', 'Station de gonflage', 'Lavage automatique']",Seine-Saint-Denis,93,Île-de-France,11,,2.43,48.884
3800003,4609904.0261285,320293.00292,03800,R,Avenue de la Gare,Gannat,"{""service"": [""Vente de gaz domestique (Butane, Propane)"", ""Automate CB 24/24"", ""DAB (Distributeur automatique de billets)""]}","[{""@nom"": ""Gazole"", ""@id"": ""1"", ""@maj"": ""2024-11-25 10:12:29"", ""@valeur"": ""1.646""}, {""@nom"": ""E10"", ""@id"": ""5"", ""@maj"": ""2024-11-25 10:12:30"", ""@valeur"": ""1.714""}, {""@nom"": ""SP98"", ""@id"": ""6"", ""@maj"": ""2024-11-25 10:12:30"", ""@valeur"": ""1.814""}]","[{""@nom"": ""SP95"", ""@id"": ""2"", ""@debut"": ""2018-06-02 15:40:44"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""E85"", ""@id"": ""3"", ""@debut"": ""2018-06-02 15:40:45"", ""@fin"": """", ""@type"": ""definitive""}, {""@nom"": ""GPLc"", ""@id"": ""4"", ""@debut"": ""2018-06-02 15:40:45"", ""@fin"": """", ""@type"": ""definitive""}]","{""@automate-24-24"": ""1"", ""jour"": [{""@id"": ""1"", ""@nom"": ""Lundi"", ""@ferme"": """"}, {""@id"": ""2"", ""@nom"": ""Mardi"", ""@ferme"": """"}, {""@id"": ""3"", ""@nom"": ""Mercredi"", ""@ferme"": """"}, {""@id"": ""4"", ""@nom"": ""Jeudi"", ""@ferme"": """"}, {""@id"": ""5"", ""@nom"": ""Vendredi"", ""@ferme"": """"}, {""@id"": ""6"", ""@nom"": ""Samedi"", ""@ferme"": """"}, {""@id"": ""7"", ""@nom"": ""Dimanche"", ""@ferme"": """"}]}",2024-11-25T10:12:29+00:00,1.646,,,,,,,2024-11-25T10:12:30+00:00,1.714,2024-11-25T10:12:30+00:00,1.814,,,,,2018-06-02T15:40:44+00:00,definitive,2018-06-02T15:40:45+00:00,definitive,2018-06-02T15:40:45+00:00,definitive,,,"['Gazole', 'E10', 'SP98']","['SP95', 'E85', 'GPLc']",,SP95;E85;GPLc,Oui,"['Vente de gaz domestique (Butane, Propane)', 'Automate CB 24/24', 'DAB (Distributeur automatique de billets)']",Allier,03,Auvergne-Rhône-Alpes,84,Automate-24-24,3.2029300292,46.099040261285
